category,sale_date,daily_qty,rolling_30day_avg
"Office Supplies",2011-07-23,46,44.77
"Office Supplies",2011-07-24,8,41.97
"Office Supplies",2011-07-25,38,42.10
"Office Supplies",2011-07-26,48,41.63
"Office Supplies",2011-07-27,61,43.10
"Office Supplies",2011-07-28,41,44.00
"Office Supplies",2011-07-29,35,42.57
"Office Supplies",2011-07-30,27,41.67
"Office Supplies",2011-07-31,11,39.53
"Office Supplies",2011-08-01,66,38.73
"Office Supplies",2011-08-02,81,40.50
"Office Supplies",2011-08-03,98,43.20
"Office Supplies",2011-08-04,112,45.10
"Office Supplies",2011-08-05,77,45.33
"Office Supplies",2011-08-06,24,45.23
"Office Supplies",2011-08-08,59,46.57
"Office Supplies",2011-08-09,89,48.60
"Office Supplies",2011-08-10,39,48.47
"Office Supplies",2011-08-11,79,49.23
"Office Supplies",2011-08-12,82,49.33
"Office Supplies",2011-08-13,16,48.63
"Office Supplies",2011-08-15,81,50.23
"Office Supplies",2011-08-16,60,51.90
"Office Supplies",2011-08-17,72,53.10
"Office Supplies",2011-08-18,69,54.80
"Office Supplies",2011-08-19,49,54.80
"Office Supplies",2011-08-20,22,55.13
"Office Supplies",2011-08-21,24,53.23
"Office Supplies",2011-08-22,24,52.73
"Office Supplies",2011-08-23,57,53.17
"Office Supplies",2011-08-24,100,54.97
"Office Supplies",2011-08-25,129,59.00
"Office Supplies",2011-08-26,64,59.87
"Office Supplies",2011-08-27,29,59.23
"Office Supplies",2011-08-29,45,58.70
"Office Supplies",2011-08-30,98,60.60
"Office Supplies",2011-08-31,72,61.83
"Office Supplies",2011-09-01,71,63.30
"Office Supplies",2011-09-02,114,66.73
"Office Supplies",2011-09-03,21,65.23
"Office Supplies",2011-09-05,52,64.27
"Office Supplies",2011-09-06,74,63.47
"Office Supplies",2011-09-07,100,63.07
"Office Supplies",2011-09-08,183,66.60
"Office Supplies",2011-09-09,74,68.27
"Office Supplies",2011-09-10,23,67.07
"Office Supplies",2011-09-11,26,64.97
"Office Supplies",2011-09-12,110,67.33
"Office Supplies",2011-09-13,115,68.53
"Office Supplies",2011-09-14,152,70.87
"Office Supplies",2011-09-15,95,73.50
"Office Supplies",2011-09-16,22,71.53
"Office Supplies",2011-09-17,64,71.67
"Office Supplies",2011-09-18,10,69.60
"Office Supplies",2011-09-19,71,69.67
"Office Supplies",2011-09-20,84,70.83
"Office Supplies",2011-09-21,104,73.57
"Office Supplies",2011-09-22,72,75.17
"Office Supplies",2011-09-23,146,79.23
"Office Supplies",2011-09-24,25,78.17
"Office Supplies",2011-09-25,20,75.50
"Office Supplies",2011-09-26,143,75.97
"Office Supplies",2011-09-27,138,78.43
"Office Supplies",2011-09-28,82,80.20
"Office Supplies",2011-09-29,109,82.33
"Office Supplies",2011-09-30,76,81.60
"Office Supplies",2011-10-01,22,79.93
"Office Supplies",2011-10-02,12,77.97
"Office Supplies",2011-10-03,79,76.80
"Office Supplies",2011-10-04,67,78.33
"Office Supplies",2011-10-05,43,78.03
"Office Supplies",2011-10-06,48,77.17
"Office Supplies",2011-10-07,101,77.20
"Office Supplies",2011-10-08,26,71.97
"Office Supplies",2011-10-09,5,69.67
"Office Supplies",2011-10-10,69,71.20
"Office Supplies",2011-10-11,43,71.77
"Office Supplies",2011-10-12,84,70.90
"Office Supplies",2011-10-13,104,70.53
"Office Supplies",2011-10-14,96,68.67
"Office Supplies",2011-10-15,54,67.30
"Office Supplies",2011-10-16,9,66.87
"Office Supplies",2011-10-17,41,66.10
"Office Supplies",2011-10-18,55,67.60
"Office Supplies",2011-10-19,97,68.47
"Office Supplies",2011-10-20,77,68.23
"Office Supplies",2011-10-21,82,67.50
"Office Supplies",2011-10-22,38,66.37
"Office Supplies",2011-10-24,40,62.83
"Office Supplies",2011-10-25,58,63.93
"Office Supplies",2011-10-26,40,64.60
"Office Supplies",2011-10-27,66,62.03
"Office Supplies",2011-10-28,45,58.93
"Office Supplies",2011-10-29,8,56.47
"Office Supplies",2011-10-30,4,52.97
"Office Supplies",2011-10-31,78,53.03
"Office Supplies",2011-11-01,204,59.10
"Office Supplies",2011-11-02,63,60.80
"Office Supplies",2011-11-03,133,62.60
"Office Supplies",2011-11-04,111,64.07
"Office Supplies",2011-11-05,30,63.63
"Office Supplies",2011-11-06,7,62.27
"Office Supplies",2011-11-07,132,63.30
"Office Supplies",2011-11-08,73,64.87
"Office Supplies",2011-11-09,57,66.60
"Office Supplies",2011-11-10,93,67.40
"Office Supplies",2011-11-11,119,69.93
"Office Supplies",2011-11-12,62,69.20
"Office Supplies",2011-11-13,12,66.13
"Office Supplies",2011-11-14,80,65.60
"Office Supplies",2011-11-15,78,66.40
"Office Supplies",2011-11-16,76,68.63
"Office Supplies",2011-11-17,62,69.33
"Office Supplies",2011-11-18,102,70.90
"Office Supplies",2011-11-19,38,68.93
"Office Supplies",2011-11-20,16,66.90
"Office Supplies",2011-11-21,76,66.70
"Office Supplies",2011-11-22,130,69.77
"Office Supplies",2011-11-23,88,71.37
"Office Supplies",2011-11-24,69,71.73
"Office Supplies",2011-11-25,110,74.07
"Office Supplies",2011-11-26,63,73.97
"Office Supplies",2011-11-27,9,72.77
"Office Supplies",2011-11-28,150,77.50
"Office Supplies",2011-11-29,119,81.33
"Office Supplies",2011-11-30,96,81.93
"Office Supplies",2011-12-01,82,77.87
"Office Supplies",2011-12-02,71,78.13
"Office Supplies",2011-12-03,70,76.03
"Office Supplies",2011-12-04,1,72.37
"Office Supplies",2011-12-05,109,75.00
"Office Supplies",2011-12-06,87,77.67
"Office Supplies",2011-12-07,52,75.00
"Office Supplies",2011-12-08,132,76.97
"Office Supplies",2011-12-09,106,78.60
"Office Supplies",2011-12-10,77,78.07
"Office Supplies",2011-12-11,5,74.27
"Office Supplies",2011-12-12,84,75.00
"Office Supplies",2011-12-13,122,78.67
"Office Supplies",2011-12-14,58,77.93
"Office Supplies",2011-12-15,116,79.20
"Office Supplies",2011-12-16,60,78.67
"Office Supplies",2011-12-17,62,78.67
"Office Supplies",2011-12-19,114,79.07
"Office Supplies",2011-12-20,124,81.93
"Office Supplies",2011-12-21,104,84.87
"Office Supplies",2011-12-22,119,86.30
"Office Supplies",2011-12-23,121,86.00
"Office Supplies",2011-12-24,61,85.10
"Office Supplies",2011-12-25,22,83.53
"Office Supplies",2011-12-26,106,83.40
"Office Supplies",2011-12-27,139,85.93
"Office Supplies",2011-12-28,108,89.23
"Office Supplies",2011-12-29,85,87.07
"Office Supplies",2011-12-30,95,86.27
"Office Supplies",2011-12-31,37,84.30
"Office Supplies",2012-01-02,68,83.83
"Office Supplies",2012-01-03,35,82.63
"Office Supplies",2012-01-04,43,81.73
"Office Supplies",2012-01-05,74,84.17
"Office Supplies",2012-01-06,33,81.63
"Office Supplies",2012-01-07,13,79.17
"Office Supplies",2012-01-08,4,77.57
"Office Supplies",2012-01-09,41,74.53
"Office Supplies",2012-01-10,45,72.50
"Office Supplies",2012-01-11,14,70.40
"Office Supplies",2012-01-12,90,73.23
"Office Supplies",2012-01-13,53,72.20
"Office Supplies",2012-01-14,11,68.50
"Office Supplies",2012-01-16,22,67.30
"Office Supplies",2012-01-17,56,65.30
"Office Supplies",2012-01-18,88,66.23
"Office Supplies",2012-01-19,35,65.33
"Office Supplies",2012-01-20,30,62.53
"Office Supplies",2012-01-21,16,58.93
"Office Supplies",2012-01-22,5,55.63
"Office Supplies",2012-01-23,64,53.80
"Office Supplies",2012-01-24,39,51.07
"Office Supplies",2012-01-25,56,50.90
"Office Supplies",2012-01-26,23,50.93
"Office Supplies",2012-01-27,46,48.93
"Office Supplies",2012-01-28,19,44.93
"Office Supplies",2012-01-29,2,41.40
"Office Supplies",2012-01-30,53,40.33
"Office Supplies",2012-01-31,22,37.90
"Office Supplies",2012-02-01,8,36.93
"Office Supplies",2012-02-02,47,36.23
"Office Supplies",2012-02-03,33,36.17
"Office Supplies",2012-02-04,10,35.07
"Office Supplies",2012-02-05,5,32.77
"Office Supplies",2012-02-06,65,33.83
"Office Supplies",2012-02-07,26,34.27
"Office Supplies",2012-02-08,30,35.13
"Office Supplies",2012-02-09,54,35.57
"Office Supplies",2012-02-10,50,35.73
"Office Supplies",2012-02-11,6,35.47
"Office Supplies",2012-02-12,8,32.73
"Office Supplies",2012-02-13,33,32.07
"Office Supplies",2012-02-14,52,33.43
"Office Supplies",2012-02-15,75,35.20
"Office Supplies",2012-02-16,34,34.47
"Office Supplies",2012-02-17,32,32.60
"Office Supplies",2012-02-18,40,32.77
"Office Supplies",2012-02-20,36,32.97
"Office Supplies",2012-02-21,29,33.40
"Office Supplies",2012-02-22,40,34.57
"Office Supplies",2012-02-23,40,33.77
"Office Supplies",2012-02-24,11,32.83
"Office Supplies",2012-02-25,25,31.80
"Office Supplies",2012-02-27,24,31.83
"Office Supplies",2012-02-28,16,30.83
"Office Supplies",2012-02-29,18,30.80
"Office Supplies",2012-03-01,26,31.60
"Office Supplies",2012-03-02,85,32.67
"Office Supplies",2012-03-03,10,32.27
"Office Supplies",2012-03-05,65,34.17
"Office Supplies",2012-03-06,46,34.13
"Office Supplies",2012-03-07,44,34.50
"Office Supplies",2012-03-08,33,35.27
"Office Supplies",2012-03-09,20,35.77
"Office Supplies",2012-03-10,30,34.60
"Office Supplies",2012-03-12,14,34.20
"Office Supplies",2012-03-13,36,34.40
"Office Supplies",2012-03-14,60,34.60
"Office Supplies",2012-03-15,66,35.13
"Office Supplies",2012-03-16,57,36.83
"Office Supplies",2012-03-17,22,37.30
"Office Supplies",2012-03-19,115,40.03
"Office Supplies",2012-03-20,111,42.00
"Office Supplies",2012-03-21,43,40.93
"Office Supplies",2012-03-22,69,42.10
"Office Supplies",2012-03-23,54,42.83
"Office Supplies",2012-03-24,26,42.37
"Office Supplies",2012-03-26,67,43.40
"Office Supplies",2012-03-27,68,44.70
"Office Supplies",2012-03-28,32,44.43
"Office Supplies",2012-03-29,51,44.80
"Office Supplies",2012-03-30,28,45.37
"Office Supplies",2012-03-31,38,45.80
"Office Supplies",2012-04-01,5,45.17
"Office Supplies",2012-04-02,26,45.50
"Office Supplies",2012-04-03,29,45.87
"Office Supplies",2012-04-04,39,46.30
"Office Supplies",2012-04-05,75,45.97
"Office Supplies",2012-04-06,63,47.73
"Office Supplies",2012-04-07,44,47.03
"Office Supplies",2012-04-09,54,47.30
"Office Supplies",2012-04-10,47,47.40
"Office Supplies",2012-04-11,50,47.97
"Office Supplies",2012-04-12,17,47.87
"Office Supplies",2012-04-13,63,48.97
"Office Supplies",2012-04-14,29,49.47
"Office Supplies",2012-04-15,7,48.50
"Office Supplies",2012-04-16,96,49.70
"Office Supplies",2012-04-17,59,49.47
"Office Supplies",2012-04-18,53,49.33
"Office Supplies",2012-04-19,34,49.73
"Office Supplies",2012-04-20,24,46.70
"Office Supplies",2012-04-21,19,43.63
"Office Supplies",2012-04-22,36,43.40
"Office Supplies",2012-04-23,28,42.03
"Office Supplies",2012-04-24,74,42.70
"Office Supplies",2012-04-25,56,43.70
"Office Supplies",2012-04-26,37,42.70
"Office Supplies",2012-04-27,75,42.93
"Office Supplies",2012-04-28,72,44.27
"Office Supplies",2012-04-29,25,43.40
"Office Supplies",2012-04-30,62,44.53
"Office Supplies",2012-05-01,52,45.00
"Office Supplies",2012-05-02,23,45.60
"Office Supplies",2012-05-03,59,46.70
"Office Supplies",2012-05-04,56,47.60
"Office Supplies",2012-05-05,8,46.57
"Office Supplies",2012-05-06,14,44.53
"Office Supplies",2012-05-07,62,44.50
"Office Supplies",2012-05-08,51,44.73
"Office Supplies",2012-05-09,99,46.23
"Office Supplies",2012-05-10,50,46.33
"Office Supplies",2012-05-11,77,47.23
"Office Supplies",2012-05-12,52,48.40
"Office Supplies",2012-05-13,7,46.53
"Office Supplies",2012-05-14,118,49.50
"Office Supplies",2012-05-15,91,52.30
"Office Supplies",2012-05-16,67,51.33
"Office Supplies",2012-05-17,79,52.00
"Office Supplies",2012-05-18,42,51.63
"Office Supplies",2012-05-19,25,51.33
"Office Supplies",2012-05-20,4,50.67
"Office Supplies",2012-05-21,86,52.90
"Office Supplies",2012-05-22,81,54.40
"Office Supplies",2012-05-23,101,56.83
"Office Supplies",2012-05-24,108,57.97
"Office Supplies",2012-05-25,86,58.97
"Office Supplies",2012-05-26,35,58.90
"Office Supplies",2012-05-27,2,56.47
"Office Supplies",2012-05-28,74,56.53
"Office Supplies",2012-05-29,84,58.50
"Office Supplies",2012-05-30,39,57.73
"Office Supplies",2012-05-31,133,60.43
"Office Supplies",2012-06-01,112,63.40
"Office Supplies",2012-06-02,64,63.57
"Office Supplies",2012-06-03,3,61.80
"Office Supplies",2012-06-04,87,64.43
"Office Supplies",2012-06-05,81,66.67
"Office Supplies",2012-06-06,83,67.37
"Office Supplies",2012-06-07,90,68.67
"Office Supplies",2012-06-08,104,68.83
"Office Supplies",2012-06-09,56,69.03
"Office Supplies",2012-06-10,11,66.83
"Office Supplies",2012-06-11,149,70.07
"Office Supplies",2012-06-12,100,73.17
"Office Supplies",2012-06-13,101,72.60
"Office Supplies",2012-06-14,59,71.53
"Office Supplies",2012-06-15,68,71.57
"Office Supplies",2012-06-16,66,71.13
"Office Supplies",2012-06-17,11,70.10
"Office Supplies",2012-06-18,117,73.17
"Office Supplies",2012-06-19,158,78.30
"Office Supplies",2012-06-20,63,77.53
"Office Supplies",2012-06-21,84,77.63
"Office Supplies",2012-06-22,50,75.93
"Office Supplies",2012-06-23,46,73.87
"Office Supplies",2012-06-24,9,71.30
"Office Supplies",2012-06-25,127,74.37
"Office Supplies",2012-06-26,69,76.60
"Office Supplies",2012-06-27,66,76.33
"Office Supplies",2012-06-28,61,75.57
"Office Supplies",2012-06-29,107,77.83
"Office Supplies",2012-06-30,34,74.53
"Office Supplies",2012-07-01,3,70.90
"Office Supplies",2012-07-02,71,71.13
"Office Supplies",2012-07-03,59,73.00
"Office Supplies",2012-07-04,54,71.90
"Office Supplies",2012-07-05,47,70.77
"Office Supplies",2012-07-06,44,69.47
"Office Supplies",2012-07-07,40,67.80
"Office Supplies",2012-07-08,8,64.60
"Office Supplies",2012-07-09,76,65.27
"Office Supplies",2012-07-10,32,65.97
"Office Supplies",2012-07-11,108,64.60
"Office Supplies",2012-07-12,49,62.90
"Office Supplies",2012-07-13,70,61.87
"Office Supplies",2012-07-14,34,61.03
"Office Supplies",2012-07-15,2,58.83
"Office Supplies",2012-07-16,51,58.33
"Office Supplies",2012-07-17,44,59.43
"Office Supplies",2012-07-18,33,56.63
"Office Supplies",2012-07-19,22,52.10
"Office Supplies",2012-07-20,65,52.17
"Office Supplies",2012-07-21,38,50.63
"Office Supplies",2012-07-23,39,50.27
"Office Supplies",2012-07-24,78,51.33
"Office Supplies",2012-07-25,112,54.77
"Office Supplies",2012-07-26,37,51.77
"Office Supplies",2012-07-27,33,50.57
"Office Supplies",2012-07-28,28,49.30
"Office Supplies",2012-07-29,4,47.40
"Office Supplies",2012-07-30,62,45.90
"Office Supplies",2012-07-31,59,46.73
"Office Supplies",2012-08-01,81,49.33
"Office Supplies",2012-08-02,90,49.97
"Office Supplies",2012-08-03,186,54.20
"Office Supplies",2012-08-04,29,53.37
"Office Supplies",2012-08-05,23,52.57
"Office Supplies",2012-08-06,96,54.30
"Office Supplies",2012-08-07,86,55.83
"Office Supplies",2012-08-08,73,58.00
"Office Supplies",2012-08-09,76,58.00
"Office Supplies",2012-08-10,102,60.33
"Office Supplies",2012-08-11,30,57.73
"Office Supplies",2012-08-12,13,56.53
"Office Supplies",2012-08-13,86,57.07
"Office Supplies",2012-08-14,119,59.90
"Office Supplies",2012-08-15,56,61.70
"Office Supplies",2012-08-16,109,63.63
"Office Supplies",2012-08-17,66,64.37
"Office Supplies",2012-08-18,21,63.97
"Office Supplies",2012-08-19,2,63.30
"Office Supplies",2012-08-20,99,64.43
"Office Supplies",2012-08-21,71,65.53
"Office Supplies",2012-08-22,53,66.00
"Office Supplies",2012-08-23,163,68.83
"Office Supplies",2012-08-24,158,70.37
"Office Supplies",2012-08-25,59,71.10
"Office Supplies",2012-08-26,6,70.20
"Office Supplies",2012-08-27,83,72.03
"Office Supplies",2012-08-28,92,74.97
"Office Supplies",2012-08-29,105,76.40
"Office Supplies",2012-08-30,41,75.80
"Office Supplies",2012-08-31,96,76.30
"Office Supplies",2012-09-01,63,75.40
"Office Supplies",2012-09-02,21,69.90
"Office Supplies",2012-09-03,113,72.70
"Office Supplies",2012-09-04,114,75.73
"Office Supplies",2012-09-05,106,76.07
"Office Supplies",2012-09-06,77,75.77
"Office Supplies",2012-09-07,107,76.90
"Office Supplies",2012-09-08,22,75.10
"Office Supplies",2012-09-09,4,71.83
"Office Supplies",2012-09-10,139,75.47
"Office Supplies",2012-09-11,148,79.97
"Office Supplies",2012-09-12,96,80.30
"Office Supplies",2012-09-13,93,79.43
"Office Supplies",2012-09-14,87,80.47
"Office Supplies",2012-09-15,114,80.63
"Office Supplies",2012-09-16,8,78.70
"Office Supplies",2012-09-17,117,81.90
"Office Supplies",2012-09-18,130,86.17
"Office Supplies",2012-09-19,53,84.63
"Office Supplies",2012-09-20,92,85.33
"Office Supplies",2012-09-21,109,87.20
"Office Supplies",2012-09-22,64,83.90
"Office Supplies",2012-09-24,141,83.33
"Office Supplies",2012-09-25,114,85.17
"Office Supplies",2012-09-26,108,88.57
"Office Supplies",2012-09-27,110,89.47
"Office Supplies",2012-09-28,118,90.33
"Office Supplies",2012-09-29,42,88.23
"Office Supplies",2012-09-30,9,87.17
"Office Supplies",2012-10-01,114,87.77
"Office Supplies",2012-10-02,86,88.53
"Office Supplies",2012-10-03,82,90.57
"Office Supplies",2012-10-04,70,89.13
"Office Supplies",2012-10-05,95,88.50
"Office Supplies",2012-10-06,76,87.50
"Office Supplies",2012-10-07,2,85.00
"Office Supplies",2012-10-08,64,83.57
"Office Supplies",2012-10-09,106,86.37
"Office Supplies",2012-10-10,55,88.07
"Office Supplies",2012-10-11,63,85.53
"Office Supplies",2012-10-12,73,83.03
"Office Supplies",2012-10-13,5,80.00
"Office Supplies",2012-10-14,2,76.97
"Office Supplies",2012-10-15,130,78.40
"Office Supplies",2012-10-16,29,75.57
"Office Supplies",2012-10-17,61,77.33
"Office Supplies",2012-10-18,73,75.87
"Office Supplies",2012-10-19,88,74.47
"Office Supplies",2012-10-20,18,73.30
"Office Supplies",2012-10-21,7,70.47
"Office Supplies",2012-10-22,60,68.83
"Office Supplies",2012-10-23,75,69.20
"Office Supplies",2012-10-24,144,69.30
"Office Supplies",2012-10-25,65,67.67
"Office Supplies",2012-10-26,92,67.13
"Office Supplies",2012-10-27,79,66.10
"Office Supplies",2012-10-28,4,62.30
"Office Supplies",2012-10-29,94,64.03
"Office Supplies",2012-10-30,71,66.10
"Office Supplies",2012-10-31,131,66.67
"Office Supplies",2012-11-01,120,67.80
"Office Supplies",2012-11-02,126,69.27
"Office Supplies",2012-11-03,25,67.77
"Office Supplies",2012-11-04,1,64.63
"Office Supplies",2012-11-05,167,67.67
"Office Supplies",2012-11-06,81,70.30
"Office Supplies",2012-11-07,113,71.93
"Office Supplies",2012-11-08,205,75.23
"Office Supplies",2012-11-09,138,78.00
"Office Supplies",2012-11-10,109,79.53
"Office Supplies",2012-11-11,13,77.53
"Office Supplies",2012-11-12,130,81.70
"Office Supplies",2012-11-13,246,89.83
"Office Supplies",2012-11-14,124,89.63
"Office Supplies",2012-11-15,160,94.00
"Office Supplies",2012-11-16,143,96.73
"Office Supplies",2012-11-17,65,96.47
"Office Supplies",2012-11-19,83,96.30
"Office Supplies",2012-11-20,152,100.77
"Office Supplies",2012-11-21,131,104.90
"Office Supplies",2012-11-22,115,106.73
"Office Supplies",2012-11-23,134,108.70
"Office Supplies",2012-11-24,78,106.50
"Office Supplies",2012-11-25,19,104.97
"Office Supplies",2012-11-26,81,104.60
"Office Supplies",2012-11-27,102,105.37
"Office Supplies",2012-11-28,112,108.97
"Office Supplies",2012-11-29,120,109.83
"Office Supplies",2012-11-30,94,110.60
"Office Supplies",2012-12-01,83,109.00
"Office Supplies",2012-12-02,18,105.60
"Office Supplies",2012-12-03,159,106.70
"Office Supplies",2012-12-04,149,110.83
"Office Supplies",2012-12-05,99,114.10
"Office Supplies",2012-12-06,109,112.17
"Office Supplies",2012-12-07,119,113.43
"Office Supplies",2012-12-08,54,111.47
"Office Supplies",2012-12-09,13,105.07
"Office Supplies",2012-12-10,130,104.80
"Office Supplies",2012-12-11,111,104.87
"Office Supplies",2012-12-12,115,108.27
"Office Supplies",2012-12-13,68,106.20
"Office Supplies",2012-12-14,56,99.87
"Office Supplies",2012-12-15,77,98.30
"Office Supplies",2012-12-16,10,93.30
"Office Supplies",2012-12-17,117,92.43
"Office Supplies",2012-12-18,156,95.47
"Office Supplies",2012-12-19,103,96.13
"Office Supplies",2012-12-20,130,95.40
"Office Supplies",2012-12-21,83,93.80
"Office Supplies",2012-12-22,39,91.27
"Office Supplies",2012-12-23,12,87.20
"Office Supplies",2012-12-24,130,88.93
"Office Supplies",2012-12-25,118,92.23
"Office Supplies",2012-12-26,107,93.10
"Office Supplies",2012-12-27,138,94.30
"Office Supplies",2012-12-28,162,95.97
"Office Supplies",2012-12-29,29,92.93
"Office Supplies",2012-12-30,40,91.13
"Office Supplies",2012-12-31,147,93.27
"Office Supplies",2013-01-01,43,94.10
"Office Supplies",2013-01-02,44,90.27
"Office Supplies",2013-01-03,53,87.07
"Office Supplies",2013-01-04,72,86.17
"Office Supplies",2013-01-05,19,83.17
"Office Supplies",2013-01-07,83,81.97
"Office Supplies",2013-01-08,73,82.60
"Office Supplies",2013-01-09,44,83.63
"Office Supplies",2013-01-10,61,81.33
"Office Supplies",2013-01-11,36,78.83
"Office Supplies",2013-01-12,38,76.27
"Office Supplies",2013-01-13,4,74.13
"Office Supplies",2013-01-14,62,74.33
"Office Supplies",2013-01-15,77,74.33
"Office Supplies",2013-01-16,65,76.17
"Office Supplies",2013-01-17,45,73.77
"Office Supplies",2013-01-18,54,70.37
"Office Supplies",2013-01-19,22,67.67
"Office Supplies",2013-01-20,7,63.57
"Office Supplies",2013-01-21,24,61.60
"Office Supplies",2013-01-22,69,62.60
"Office Supplies",2013-01-23,50,63.87
"Office Supplies",2013-01-24,24,60.33
"Office Supplies",2013-01-25,56,58.27
"Office Supplies",2013-01-26,22,55.43
"Office Supplies",2013-01-27,12,51.23
"Office Supplies",2013-01-28,80,48.50
"Office Supplies",2013-01-29,53,49.30
"Office Supplies",2013-01-30,96,51.17
"Office Supplies",2013-01-31,64,48.40
"Office Supplies",2013-02-01,50,48.63
"Office Supplies",2013-02-02,43,48.60
"Office Supplies",2013-02-03,7,47.07
"Office Supplies",2013-02-04,20,45.33
"Office Supplies",2013-02-05,87,47.60
"Office Supplies",2013-02-06,37,46.07
"Office Supplies",2013-02-07,61,45.67
"Office Supplies",2013-02-08,37,45.43
"Office Supplies",2013-02-09,16,43.93
"Office Supplies",2013-02-10,24,43.53
"Office Supplies",2013-02-11,58,44.20
"Office Supplies",2013-02-12,95,47.23
"Office Supplies",2013-02-13,46,46.70
"Office Supplies",2013-02-14,52,45.87
"Office Supplies",2013-02-15,73,46.13
"Office Supplies",2013-02-16,29,45.60
"Office Supplies",2013-02-18,46,45.33
"Office Supplies",2013-02-19,68,46.87
"Office Supplies",2013-02-20,48,48.23
"Office Supplies",2013-02-21,44,48.90
"Office Supplies",2013-02-22,77,49.17
"Office Supplies",2013-02-23,28,48.43
"Office Supplies",2013-02-25,35,48.80
"Office Supplies",2013-02-26,36,48.13
"Office Supplies",2013-02-27,102,50.80
"Office Supplies",2013-02-28,60,52.40
"Office Supplies",2013-03-01,53,51.50
"Office Supplies",2013-03-02,38,51.00
"Office Supplies",2013-03-03,5,47.97
"Office Supplies",2013-03-04,69,48.13
"Office Supplies",2013-03-05,63,48.57
"Office Supplies",2013-03-06,54,48.93
"Office Supplies",2013-03-07,37,49.93
"Office Supplies",2013-03-08,58,51.20
"Office Supplies",2013-03-09,35,49.47
"Office Supplies",2013-03-10,8,48.50
"Office Supplies",2013-03-11,98,49.73
"Office Supplies",2013-03-12,40,49.83
"Office Supplies",2013-03-13,131,53.67
"Office Supplies",2013-03-14,90,55.87
"Office Supplies",2013-03-15,65,56.10
"Office Supplies",2013-03-16,45,54.43
"Office Supplies",2013-03-17,3,53.00
"Office Supplies",2013-03-18,48,52.87
"Office Supplies",2013-03-19,52,52.17
"Office Supplies",2013-03-20,74,53.67
"Office Supplies",2013-03-21,47,53.70
"Office Supplies",2013-03-22,28,52.37
"Office Supplies",2013-03-23,66,52.97
"Office Supplies",2013-03-24,10,51.83
"Office Supplies",2013-03-25,68,51.53
"Office Supplies",2013-03-26,50,52.27
"Office Supplies",2013-03-27,62,53.17
"Office Supplies",2013-03-28,67,54.20
"Office Supplies",2013-03-29,58,52.73
"Office Supplies",2013-03-30,51,52.43
"Office Supplies",2013-03-31,3,50.77
"Office Supplies",2013-04-01,31,50.53
"Office Supplies",2013-04-02,118,54.30
"Office Supplies",2013-04-03,34,53.13
"Office Supplies",2013-04-04,42,52.43
"Office Supplies",2013-04-05,70,52.97
"Office Supplies",2013-04-06,23,52.50
"Office Supplies",2013-04-07,38,51.83
"Office Supplies",2013-04-08,33,51.77
"Office Supplies",2013-04-09,93,54.60
"Office Supplies",2013-04-10,65,53.50
"Office Supplies",2013-04-11,83,54.93
"Office Supplies",2013-04-12,74,53.03
"Office Supplies",2013-04-13,42,51.43
"Office Supplies",2013-04-14,3,49.37
"Office Supplies",2013-04-15,92,50.93
"Office Supplies",2013-04-16,69,53.13
"Office Supplies",2013-04-17,51,53.23
"Office Supplies",2013-04-18,45,53.00
"Office Supplies",2013-04-19,68,52.80
"Office Supplies",2013-04-20,90,54.23
"Office Supplies",2013-04-22,39,54.60
"Office Supplies",2013-04-23,100,55.73
"Office Supplies",2013-04-24,76,57.93
"Office Supplies",2013-04-25,94,58.80
"Office Supplies",2013-04-26,64,59.27
"Office Supplies",2013-04-27,4,57.33
"Office Supplies",2013-04-29,63,57.20
"Office Supplies",2013-04-30,48,56.87
"Office Supplies",2013-05-01,103,58.60
"Office Supplies",2013-05-02,29,59.47
"Office Supplies",2013-05-03,140,63.10
"Office Supplies",2013-05-04,65,61.33
"Office Supplies",2013-05-05,11,60.57
"Office Supplies",2013-05-06,81,61.87
"Office Supplies",2013-05-07,136,64.07
"Office Supplies",2013-05-08,90,66.30
"Office Supplies",2013-05-09,68,67.30
"Office Supplies",2013-05-10,99,69.50
"Office Supplies",2013-05-11,27,67.30
"Office Supplies",2013-05-12,23,65.90
"Office Supplies",2013-05-13,40,64.47
"Office Supplies",2013-05-14,82,64.73
"Office Supplies",2013-05-15,122,67.40
"Office Supplies",2013-05-16,114,71.10
"Office Supplies",2013-05-17,79,70.67
"Office Supplies",2013-05-18,68,70.63
"Office Supplies",2013-05-19,12,69.33
"Office Supplies",2013-05-20,55,69.67
"Office Supplies",2013-05-21,64,69.53
"Office Supplies",2013-05-22,65,68.70
"Office Supplies",2013-05-23,66,69.60
"Office Supplies",2013-05-24,149,71.23
"Office Supplies",2013-05-25,44,70.17
"Office Supplies",2013-05-26,15,67.53
"Office Supplies",2013-05-27,91,68.43
"Office Supplies",2013-05-28,104,71.77
"Office Supplies",2013-05-29,106,73.20
"Office Supplies",2013-05-30,87,74.50
"Office Supplies",2013-05-31,116,74.93
"Office Supplies",2013-06-01,101,77.33
"Office Supplies",2013-06-02,33,73.77
"Office Supplies",2013-06-03,119,75.57
"Office Supplies",2013-06-04,119,79.17
"Office Supplies",2013-06-05,130,80.80
"Office Supplies",2013-06-06,89,79.23
"Office Supplies",2013-06-07,197,82.80
"Office Supplies",2013-06-08,62,82.60
"Office Supplies",2013-06-09,9,79.60
